2021/03/01 22:00:00;15.25
2021/03/01 22:00:00;23.35
2021/03/01 22:00:00;23.43
2021/03/01 22:00:00;22.21
2021/03/01 22:00:00;13.55
2021/03/01 22:00:00;23.75
2021/03/01 22:00:00;23.75
2021/03/01 22:00:00;23.75
2021/03/01 22:00:00;12.75
2021/03/01 22:00:00;26.75
2021/03/01 22:00:00;25.752022/05/16 08:01:00;22
;100.00
;100.00
;100.00
;100.00
;100.00
;100.00
;100.00
;100.00
;100.00
;10.65
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;10.65
;11.44
;13.00
;13.00
;13.78
;13.00
;12.22
;11.44
;10.65
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;10.65
;10.65
;11.44
;12.22
;13.00
;13.00
;13.00
;12.22
;10.65
;10.65
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;10.65
;11.44
;12.22
;13.00
;13.78
;13.00
;12.22
;11.44
;10.65
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;10.65
;11.44
;13.00
;13.00
;13.00
;12.22
;11.44
;10.65
;10.65
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;10.65
;11.44
;12.22
;13.00
;13.00
;13.00
;12.22
;11.44
;10.65
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;10.65
;11.44
;12.22
;13.00
;13.78
;13.00
;12.22
;11.44
;10.65
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;10.65
;11.44
;12.22
;13.00
;13.00
;13.00
;12.22
;11.44
;10.65
;13.00
;13.00
;12.22
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;9.87
;10.65
;11.44
;12.22
;13.00
;13.78
;13.00
;12.22
;11.44
;10.65
;9.87
;9.87
2022-05-16 11:54:51;9.87
2022-05-16 11:54:53;10.65
2022-05-16 11:54:55;11.44
2022-05-16 11:54:58;12.22
2022-05-16 11:55:00;13.00
2022-05-16 11:55:02;13.00
2022-05-16 11:55:05;13.00
2022-05-16 11:55:07;11.44
2022-05-16 11:55:09;10.65
2022-05-16 11:55:11;10.65
2022-05-16 11:55:14;9.87
2022-05-16 11:55:16;9.87
2022-05-16 11:55:18;9.87
2022-05-16 11:55:20;9.87
2022-05-16 11:55:23;9.87
2022-05-16 11:55:25;9.87
2022-05-16 11:55:27;9.87
2022-05-16 11:55:29;9.87
2022-05-16 11:55:32;9.87
2022-05-16 11:55:34;9.87
2022-05-16 11:55:36;9.87
2022-05-16 11:55:38;9.87
2022-05-16 11:55:41;10.65
2022-05-16 11:55:43;11.44
2022-05-16 11:55:45;12.22
2022-05-16 11:55:47;13.00
2022-05-16 11:55:50;13.78
2022-05-16 11:55:52;13.00
2022-05-16 11:55:54;12.22
2022-05-16 11:55:56;11.44
2022-05-16 11:55:59;10.65
2022-05-16 11:56:01;9.87
2022-05-16 11:56:03;9.87
2022-05-16 11:56:05;9.87
2022-05-16 11:56:08;9.87
2022-05-16 11:56:10;9.87
2022-05-16 11:56:12;9.87
2022-05-16 11:56:14;9.87
2022-05-16 11:56:17;9.87
2022-05-16 11:56:19;9.87
2022-05-16 11:56:21;9.87
2022-05-16 11:56:23;9.87
2022-05-16 11:56:26;9.87
2022-05-16 11:56:28;10.65
2022-05-16 11:56:30;10.65
2022-05-16 11:56:32;12.22
2022-05-16 11:56:35;13.00
2022-05-16 11:56:37;13.00
2022-05-16 11:56:39;13.00
2022-05-16 11:56:41;12.22
2022-05-16 11:56:44;11.44
2022-05-16 11:56:46;10.65
2022-05-16 11:56:48;10.65
2022-05-16 11:56:50;9.87
